,id,filename,width,height,depth,name,xmin,xmax,ymin,ymax
19280,19280,n02111277_562,500,333,3,newfoundland,173,459,26,332
4678,4678,n02091635_2068,496,768,3,otterhound,24,476,23,739
12092,12092,n02100877_788,500,333,3,irish_setter,210,383,112,311
7486,7486,n02095889_136,227,344,3,sealyham_terrier,21,191,184,296
13976,13976,n02105056_5145,758,503,3,groenendael,238,356,316,501
19403,19403,n02111500_5546,500,375,3,great_pyrenees,226,385,161,270
17986,17986,n02110063_13228,500,333,3,malamute,132,499,2,332
18503,18503,n02102973_1299,375,500,3,irish_water_spaniel,100,305,21,470
10152,10152,n02099429_1950,596,477,3,curly-coated_retriever,177,481,93,383
4530,4530,n02091467_5239,500,375,3,norwegian_elkhound,172,325,124,236
18322,18322,n02110627_4597,128,150,3,affenpinscher,8,121,13,149
15256,15256,n02106382_2715,640,480,3,bouvier_des_flandres,156,360,118,414
7083,7083,n02095570_337,500,375,3,lakeland_terrier,178,367,106,228
8782,8782,n02097209_3630,500,375,3,standard_schnauzer,98,496,16,313
14788,14788,n02105855_18443,500,333,3,shetland_sheepdog,106,372,44,222
6094,6094,n02093647_2376,500,375,3,bedlington_terrier,180,407,112,272
6592,6592,n02094258_3329,500,500,3,norwich_terrier,46,400,17,498
15545,15545,n02106662_1812,500,375,3,german_shepherd,63,498,0,374
4788,4788,n02091635_923,247,165,3,otterhound,33,196,25,164
1582,1582,n02087046_7149,500,405,3,toy_terrier,102,376,64,349
18175,18175,n02110185_5143,500,375,3,siberian_husky,115,347,0,347
3566,3566,n02090721_1835,500,333,3,irish_wolfhound,155,310,122,260
18443,18443,n02110806_4012,424,500,3,basenji,191,415,5,443
5963,5963,n02093859_1986,500,334,3,kerry_blue_terrier,32,187,104,323
4113,4113,n02091134_18472,500,375,3,whippet,0,499,10,371
3378,3378,n02090622_4005,500,478,3,borzoi,68,498,77,476
5856,5856,n02093754_6992,456,500,3,border_terrier,125,321,28,353
5304,5304,n02092339_31,360,325,3,weimaraner,16,356,0,324
17274,17274,n02108915_9202,500,375,3,french_bulldog,93,374,43,334
2480,2480,n02088466_1503,500,375,3,bloodhound,23,482,31,356
6217,6217,n02093991_3302,500,375,3,irish_terrier,58,499,76,374
19928,19928,n02112018_6149,374,500,3,pomeranian,1,282,1,498
6857,6857,n02094433_730,500,375,3,yorkshire_terrier,118,374,0,374
5336,5336,n02092339_4378,500,375,3,weimaraner,273,363,93,292
11623,11623,n02100735_10147,375,500,3,english_setter,43,307,30,456
3258,3258,n02090379_3109,500,375,3,redbone,0,329,60,374
6472,6472,n02094114_3435,500,375,3,norfolk_terrier,199,468,79,328
911,911,n02086240_6882,500,375,3,shih-tzu,57,343,1,354
20848,20848,n02113186_6408,500,375,3,cardigan,231,372,12,182
2583,2583,n02088466_8162,500,375,3,bloodhound,0,371,26,373
14546,14546,n02105641_12610,500,375,3,old_english_sheepdog,64,343,21,374
9247,9247,n02097658_10854,500,375,3,silky_terrier,166,410,54,281
19481,19481,n02111500_3276,432,333,3,great_pyrenees,72,268,191,332
2323,2323,n02088364_16791,375,500,3,beagle,41,373,72,376
2525,2525,n02088466_6901,500,375,3,bloodhound,50,353,67,330
1149,1149,n02086646_3832,241,292,3,blenheim_spaniel,27,226,22,285
13218,13218,n02102318_8482,500,344,3,cocker_spaniel,168,481,10,342
883,883,n02086240_5889,500,375,3,shih-tzu,103,237,40,243
2886,2886,n02089078_2232,200,200,3,black-and-tan_coonhound,18,127,61,199
1078,1078,n02086646_2891,468,351,3,blenheim_spaniel,111,341,37,282
18199,18199,n02110185_8860,640,627,3,siberian_husky,59,605,48,625
6098,6098,n02093647_529,392,307,3,bedlington_terrier,39,370,37,306
17453,17453,n02109047_94,404,500,3,great_dane,155,375,143,498
1634,1634,n02087394_1963,500,332,3,rhodesian_ridgeback,150,420,66,279
19897,19897,n02112018_5329,500,375,3,pomeranian,138,360,42,333
6969,6969,n02095314_2890,413,500,3,wire-haired_fox_terrier,60,256,35,453
12323,12323,n02101006_267,500,375,3,gordon_setter,349,498,157,374
4868,4868,n02091831_4057,335,500,3,saluki,68,333,291,440
12647,12647,n02101556_4241,363,500,3,clumber,1,355,1,498
14151,14151,n02105162_6596,500,332,3,malinois,136,472,24,315
12800,12800,n02102177_3388,500,333,3,welsh_springer_spaniel,44,414,6,332
10027,10027,n02099267_3493,500,363,3,flat-coated_retriever,1,340,55,361
21524,21524,n02113978_3832,331,500,3,mexican_hairless,50,205,22,487
19009,19009,n02111129_1656,333,500,3,leonberg,175,331,111,407
3683,3683,n02090721_1981,500,345,3,irish_wolfhound,0,467,74,335
19508,19508,n02111500_9015,500,375,3,great_pyrenees,53,499,23,374
14965,14965,n02106030_18142,500,375,3,collie,14,498,2,372
9337,9337,n02097658_7445,500,434,3,silky_terrier,5,498,0,432
10862,10862,n02100236_3200,500,375,3,german_short-haired_pointer,91,342,98,374
20785,20785,n02113186_13333,500,375,3,cardigan,148,382,57,328
13144,13144,n02102318_12717,500,375,3,cocker_spaniel,1,499,0,374
18274,18274,n02110627_13032,144,143,3,affenpinscher,7,143,17,137
13583,13583,n02104029_1510,500,375,3,kuvasz,0,497,64,344
17107,17107,n02108422_311,500,375,3,bull_mastiff,79,369,57,374
2516,2516,n02088466_6231,500,375,3,bloodhound,224,499,34,374
5408,5408,n02092339_7224,500,341,3,weimaraner,265,460,112,316
11965,11965,n02100735_2464,500,375,3,english_setter,96,498,20,374
15403,15403,n02106550_3237,500,375,3,rottweiler,1,467,92,373
4277,4277,n02091244_2464,400,266,3,ibizan_hound,75,268,34,232
17992,17992,n02110063_938,375,500,3,malamute,0,323,13,498
19268,19268,n02111277_4872,500,333,3,newfoundland,110,436,52,332
5952,5952,n02093859_14,182,157,3,kerry_blue_terrier,90,169,76,155
5988,5988,n02093859_2480,450,314,3,kerry_blue_terrier,113,392,54,296
8359,8359,n02096585_1737,500,375,3,boston_bull,43,499,0,341
11805,11805,n02108422_1869,265,360,3,bull_mastiff,27,264,14,352
2834,2834,n02089078_1304,190,247,3,black-and-tan_coonhound,6,189,9,246
586,586,n02085936_8735,375,500,3,maltese_dog,95,300,56,466
19851,19851,n02112018_3203,500,322,3,pomeranian,323,416,134,256
13728,13728,n02104365_1158,2048,1536,3,schipperke,457,1302,57,1528
19957,19957,n02112018_14257,500,331,3,pomeranian,175,378,25,330
9715,9715,n02098286_5621,466,500,3,west_highland_white_terrier,0,464,13,498
14859,14859,n02105855_9903,500,375,3,shetland_sheepdog,121,499,22,374
12791,12791,n02102040_4295,500,400,3,english_springer,252,391,53,358
10878,10878,n02100236_3686,375,500,3,german_short-haired_pointer,21,373,117,498
17374,17374,n02109047_3001,330,500,3,great_dane,0,287,62,483
12681,12681,n02101556_5387,500,375,3,clumber,80,463,80,297
12302,12302,n02101006_2092,333,500,3,gordon_setter,50,327,42,498
3656,3656,n02090721_5373,500,375,3,irish_wolfhound,178,495,64,356
10805,10805,n02099849_953,500,438,3,chesapeake_bay_retriever,151,360,111,356
17178,17178,n02108915_2835,333,500,3,french_bulldog,115,281,138,398
18416,18416,n02110806_2774,701,1049,3,basenji,63,580,126,928
17949,17949,n02110063_7325,500,375,3,malamute,0,373,70,318
1523,1523,n02087046_4751,335,500,3,toy_terrier,140,333,228,486
3961,3961,n02090721_3149,500,375,3,irish_wolfhound,266,351,170,259
14978,14978,n02106030_19433,500,375,3,collie,342,421,195,351
15605,15605,n02106662_4402,304,271,3,german_shepherd,34,245,36,270
4303,4303,n02091244_3864,500,338,3,ibizan_hound,53,441,31,286
8242,8242,n02096437_536,148,202,3,dandie_dinmont,5,141,7,195
21166,21166,n02113712_4233,405,545,3,miniature_poodle,68,373,32,542
10972,10972,n02089867_142,350,263,3,walker_hound,33,128,39,257
21862,21862,n02115913_4128,800,531,3,dhole,61,595,164,399
19882,19882,n02112018_4639,333,500,3,pomeranian,62,276,55,416
11887,11887,n02108422_4039,400,600,3,bull_mastiff,54,243,264,529
1266,1266,n02086910_4542,500,356,3,papillon,31,368,27,355
5602,5602,n02093428_111,500,333,3,american_staffordshire_terrier,88,497,14,332
3997,3997,n02091032_990,375,500,3,italian_greyhound,198,373,0,498
3095,3095,n02089973_2781,350,331,3,english_foxhound,58,180,3,89
13647,13647,n02104029_4002,500,375,3,kuvasz,136,443,101,262
14100,14100,n02105162_6501,500,333,3,malinois,134,499,33,324
19423,19423,n02111500_6387,333,500,3,great_pyrenees,91,235,40,230
1055,1055,n02086646_2404,304,402,3,blenheim_spaniel,19,294,7,392
4008,4008,n02091134_10618,500,374,3,whippet,52,435,42,355
15057,15057,n02106166_2596,500,375,3,border_collie,179,461,81,308
6481,6481,n02094114_3686,250,237,3,norfolk_terrier,1,212,8,236
1514,1514,n02087046_4394,500,380,3,toy_terrier,85,403,32,343
5857,5857,n02093754_7014,500,333,3,border_terrier,0,486,24,330
1812,1812,n02088094_11584,408,500,3,afghan_hound,5,186,56,493
13343,13343,n02102480_6027,615,368,3,sussex_spaniel,517,614,1,210
16235,16235,n02107683_3379,500,333,3,bernese_mountain_dog,107,409,41,332
5660,5660,n02093428_225,335,500,3,american_staffordshire_terrier,45,285,36,472
20434,20434,n02112706_16,218,399,3,brabancon_griffon,16,189,16,392
9085,9085,n02097474_4673,500,375,3,tibetan_terrier,0,312,148,374
14011,14011,n02105056_6684,333,500,3,groenendael,81,331,76,498
2087,2087,n02088238_10473,500,375,3,basset,0,377,28,292
4191,4191,n02091134_13109,375,500,3,whippet,0,323,10,498
19104,19104,n02111129_892,500,333,3,leonberg,157,307,116,269
13503,13503,n02102973_3998,500,375,3,irish_water_spaniel,226,476,98,278
8632,8632,n02097130_5765,500,375,3,giant_schnauzer,168,484,1,374
5161,5161,n02092002_6040,349,364,3,scottish_deerhound,3,333,7,363
18358,18358,n02110627_8856,500,352,3,affenpinscher,68,441,0,351
18158,18158,n02110185_3302,480,321,3,siberian_husky,216,310,79,191
17260,17260,n02108915_716,365,500,3,french_bulldog,150,347,165,473
20337,20337,n02112350_8875,500,375,3,keeshond,84,301,63,358
16777,16777,n02108000_487,2048,1536,3,entlebucher,499,853,487,791
12555,12555,n02101388_6538,500,333,3,brittany_spaniel,178,352,58,332
9734,9734,n02098286_6205,500,331,3,west_highland_white_terrier,100,358,0,330
12299,12299,n02101006_2026,500,374,3,gordon_setter,50,499,0,373
17013,17013,n02108551_2240,500,375,3,tibetan_mastiff,190,382,133,281
2221,2221,n02088238_11635,500,356,3,basset,126,213,144,267
13156,13156,n02102318_14892,500,375,3,cocker_spaniel,132,498,34,277
2704,2704,n02088632_3318,357,500,3,bluetick,47,283,116,433
3572,3572,n02090721_1865,375,500,3,irish_wolfhound,137,281,166,445
10437,10437,n02099712_1254,500,321,3,labrador_retriever,39,123,70,229
2621,2621,n02088466_9167,500,375,3,bloodhound,14,271,119,308
10812,10812,n02100236_1258,500,375,3,german_short-haired_pointer,80,429,85,286
6103,6103,n02093754_5175,500,500,3,border_terrier,1,463,5,498
5572,5572,n02093256_7075,160,120,3,staffordshire_bullterrier,48,135,29,117
8671,8671,n02097209_1101,640,480,3,standard_schnauzer,182,380,158,390
7361,7361,n02095889_4923,400,535,3,sealyham_terrier,21,378,32,521
20241,20241,n02112350_4117,500,375,3,keeshond,133,364,91,225
3807,3807,n02091032_1649,500,358,3,italian_greyhound,95,294,115,334
16499,16499,n02107908_47,500,333,3,appenzeller,168,375,36,315
12028,12028,n02100735_7013,500,375,3,english_setter,12,499,53,374
16198,16198,n02107683_1536,500,375,3,bernese_mountain_dog,268,499,170,374
16936,16936,n02108089_7259,500,375,3,boxer,1,486,1,310
13579,13579,n02104029_1400,368,413,3,kuvasz,53,284,6,405
16836,16836,n02108089_12827,500,375,3,boxer,82,344,38,374
4428,4428,n02091244_873,581,525,3,ibizan_hound,42,548,3,514
8823,8823,n02097209_583,363,432,3,standard_schnauzer,27,361,1,430
18083,18083,n02110185_5172,500,389,3,siberian_husky,235,499,79,388
12530,12530,n02101388_5179,384,256,3,brittany_spaniel,33,269,10,253
18167,18167,n02110063_4873,500,333,3,malamute,73,499,1,332
1811,1811,n02088094_11584,408,500,3,afghan_hound,176,400,33,470
3649,3649,n02090721_519,500,375,3,irish_wolfhound,229,447,69,374
18727,18727,n02110958_15626,500,377,3,pug,158,385,145,376
5710,5710,n02093428_5331,397,500,3,american_staffordshire_terrier,10,391,1,493
14999,14999,n02106030_6289,251,360,3,collie,30,219,4,359
3218,3218,n02090379_1401,500,412,3,redbone,110,245,142,401
13787,13787,n02105056_5700,500,368,3,groenendael,71,357,59,316
7931,7931,n02096294_2821,311,300,3,australian_terrier,25,288,10,288
3942,3942,n02091032_1360,500,333,3,italian_greyhound,4,395,19,332
2930,2930,n02089078_3355,230,254,3,black-and-tan_coonhound,0,229,10,245
14024,14024,n02105056_7291,500,375,3,groenendael,155,300,167,310
8166,8166,n02096294_4324,500,375,3,australian_terrier,156,320,77,253
3508,3508,n02090622_9883,500,332,3,borzoi,65,186,73,236
84,84,n02085782_230,217,211,3,japanese_spaniel,64,201,50,193
13566,13566,n02104029_1214,375,500,3,kuvasz,0,315,0,498
7165,7165,n02095570_2127,500,333,3,lakeland_terrier,85,364,2,332
6895,6895,n02095314_1505,250,340,3,wire-haired_fox_terrier,0,248,14,339
16733,16733,n02108000_569,250,226,3,entlebucher,25,249,22,225
6399,6399,n02094114_4519,500,375,3,norfolk_terrier,166,454,1,292
20893,20893,n02113186_9807,500,375,3,cardigan,110,266,80,311
2179,2179,n02088238_9419,500,375,3,basset,53,424,105,319
10996,10996,n02089867_1918,350,263,3,walker_hound,223,340,0,248
17851,17851,n02110063_14591,500,357,3,malamute,35,443,49,334
725,725,n02086079_5053,500,333,3,pekinese,41,401,113,299
2524,2524,n02088466_6834,435,350,3,bloodhound,41,394,55,296
4931,4931,n02091831_2858,369,500,3,saluki,26,367,33,391
9520,9520,n02098105_3387,500,375,3,soft-coated_wheaten_terrier,153,391,1,205
17229,17229,n02108915_4776,500,375,3,french_bulldog,77,406,11,374
20002,20002,n02111889_3399,500,420,3,samoyed,28,264,29,395
16135,16135,n02107574_380,500,375,3,greater_swiss_mountain_dog,135,299,76,369
11839,11839,n02108422_2623,500,375,3,bull_mastiff,0,408,120,362
13122,13122,n02102318_11890,500,500,3,cocker_spaniel,75,401,2,487
16357,16357,n02107683_3988,446,500,3,bernese_mountain_dog,0,288,88,497
13660,13660,n02104029_4392,500,319,3,kuvasz,39,499,108,281
2935,2935,n02089078_351,288,232,3,black-and-tan_coonhound,11,282,13,226
1138,1138,n02086646_45,500,380,3,blenheim_spaniel,24,465,20,355
17031,17031,n02108551_2850,330,407,3,tibetan_mastiff,56,285,144,389
13551,13551,n02102973_723,600,800,3,irish_water_spaniel,130,598,212,730
4823,4823,n02091831_13507,500,375,3,saluki,178,496,44,371
12795,12795,n02102040_902,500,333,3,english_springer,159,499,41,332
20770,20770,n02113186_11741,500,333,3,cardigan,110,349,0,332
2121,2121,n02088238_1454,481,500,3,basset,80,434,50,497
1292,1292,n02086910_7280,500,331,3,papillon,111,354,28,308
9544,9544,n02098105_4174,500,375,3,soft-coated_wheaten_terrier,32,499,34,374
16611,16611,n02108000_1533,235,314,3,entlebucher,69,163,30,299
7200,7200,n02095570_816,500,375,3,lakeland_terrier,106,345,23,374
3299,3299,n02090379_4632,227,236,3,redbone,1,214,17,235
9919,9919,n02098413_6535,500,375,3,lhasa,113,498,132,374
7088,7088,n02095570_3527,500,375,3,lakeland_terrier,145,499,0,326
4143,4143,n02091134_2626,500,346,3,whippet,36,462,40,345
6437,6437,n02093991_3824,375,500,3,irish_terrier,42,373,115,498
11366,11366,n02097047_263,500,375,3,miniature_schnauzer,86,453,0,358
3846,3846,n02091032_3763,375,500,3,italian_greyhound,196,373,163,498
18632,18632,n02110806_884,369,500,3,basenji,7,332,5,491
10964,10964,n02089867_1310,329,228,3,walker_hound,0,288,13,218
3085,3085,n02089973_263,231,200,3,english_foxhound,0,210,14,198
1269,1269,n02086910_4609,500,333,3,papillon,26,413,84,332
7383,7383,n02095889_5554,418,512,3,sealyham_terrier,11,364,15,480
5111,5111,n02092002_2666,262,350,3,scottish_deerhound,11,261,29,349
4358,4358,n02091244_4914,375,500,3,ibizan_hound,97,373,126,412
17907,17907,n02110063_1643,500,377,3,malamute,109,296,124,217
17825,17825,n02110063_11814,500,333,3,malamute,109,499,1,332
7658,7658,n02096051_3443,333,500,3,airedale,199,309,127,366
7996,7996,n02096294_5817,500,375,3,australian_terrier,0,498,2,371
13914,13914,n02105056_2802,500,336,3,groenendael,173,462,0,335
22069,22069,n02116738_684,800,586,3,african_hunting_dog,0,697,17,584
7008,7008,n02095314_448,180,135,3,wire-haired_fox_terrier,35,137,24,118
9433,9433,n02098105_1199,500,375,3,soft-coated_wheaten_terrier,119,413,92,275
4765,4765,n02091635_4446,256,170,3,otterhound,35,238,11,150
19818,19818,n02112018_2154,375,500,3,pomeranian,62,266,32,436
11113,11113,n02093647_1226,500,375,3,bedlington_terrier,117,307,101,361
43,43,n02085620_2204,500,337,3,chihuahua,267,350,76,223
8529,8529,n02096437_728,333,500,3,dandie_dinmont,35,331,41,498
3400,3400,n02090622_5890,317,266,3,borzoi,29,301,30,252
15326,15326,n02106382_788,377,500,3,bouvier_des_flandres,16,341,61,432
2898,2898,n02089078_2498,500,500,3,black-and-tan_coonhound,17,438,8,498
19744,19744,n02111889_2952,500,375,3,samoyed,139,243,165,294
17021,17021,n02108551_2514,338,341,3,tibetan_mastiff,0,337,32,340
20510,20510,n02112706_549,320,249,3,brabancon_griffon,89,196,67,167
19426,19426,n02111500_6461,500,375,3,great_pyrenees,212,482,17,374
10946,10946,n02100236_5628,500,375,3,german_short-haired_pointer,75,424,10,374
12628,12628,n02101556_374,375,500,3,clumber,102,373,210,498
19879,19879,n02112018_4583,500,333,3,pomeranian,23,263,51,332
3803,3803,n02091032_11660,500,375,3,italian_greyhound,104,292,135,345
4916,4916,n02091831_2245,500,334,3,saluki,67,440,23,312
219,219,n02085782_2100,442,277,3,japanese_spaniel,242,439,48,222
12848,12848,n02102040_3887,333,500,3,english_springer,120,262,146,425
21795,21795,n02115913_257,500,333,3,dhole,26,318,118,253
12985,12985,n02102177_2412,500,375,3,welsh_springer_spaniel,292,456,50,299
16330,16330,n02107683_241,500,281,3,bernese_mountain_dog,126,280,71,279
343,343,n02085782_749,360,254,3,japanese_spaniel,141,348,15,252
1201,1201,n02086910_10147,500,357,3,papillon,20,473,66,317
1677,1677,n02087394_760,500,375,3,rhodesian_ridgeback,200,383,61,359
16138,16138,n02107574_426,375,500,3,greater_swiss_mountain_dog,66,217,127,417
5894,5894,n02093754_6248,465,500,3,border_terrier,131,375,103,468
7851,7851,n02096177_1420,309,240,3,cairn,26,266,5,221
4519,4519,n02091467_4879,370,352,3,norwegian_elkhound,51,314,11,331
10589,10589,n02099601_8764,500,375,3,golden_retriever,174,497,100,374
13224,13224,n02102318_873,374,500,3,cocker_spaniel,1,372,2,498
16155,16155,n02107574_599,225,225,3,greater_swiss_mountain_dog,15,214,30,212
4155,4155,n02091134_4002,500,358,3,whippet,182,399,103,276
18513,18513,n02107908_933,500,375,3,appenzeller,174,373,44,311
21642,21642,n02115641_5798,250,174,3,dingo,6,82,43,166
4636,4636,n02091635_1240,189,133,3,otterhound,11,167,11,129
12932,12932,n02102040_995,500,375,3,english_springer,68,329,120,355
4012,4012,n02091134_10918,500,333,3,whippet,21,136,126,277
2680,2680,n02088632_2055,500,375,3,bluetick,87,481,138,345
14421,14421,n02105505_3603,450,350,3,komondor,38,449,25,342
17865,17865,n02110063_17572,333,500,3,malamute,23,331,67,498
4714,4714,n02091467_6558,500,400,3,norwegian_elkhound,179,474,114,357
11056,11056,n02089867_335,640,480,3,walker_hound,166,614,0,478
1854,1854,n02088094_2545,333,500,3,afghan_hound,62,322,82,438
14631,14631,n02105641_6350,408,306,3,old_english_sheepdog,61,324,6,304
18155,18155,n02110185_3039,375,500,3,siberian_husky,153,202,297,422
4328,4328,n02091244_5639,411,236,3,ibizan_hound,229,409,7,235
17682,17682,n02109961_1971,262,279,3,eskimo_dog,9,200,41,270
4927,4927,n02091831_2606,500,383,3,saluki,54,459,39,371
19467,19467,n02111500_8178,500,405,3,great_pyrenees,200,449,228,356
13837,13837,n02104365_7887,500,375,3,schipperke,113,480,6,355
4611,4611,n02091467_7363,413,500,3,norwegian_elkhound,103,411,86,497
19902,19902,n02112018_5427,500,375,3,pomeranian,25,313,128,374
5800,5800,n02093754_3888,375,500,3,border_terrier,1,172,162,498
16336,16336,n02107683_2664,375,500,3,bernese_mountain_dog,56,290,67,498
8817,8817,n02097209_469,500,375,3,standard_schnauzer,93,258,141,369
4659,4659,n02091635_1612,333,500,3,otterhound,38,272,138,498
20270,20270,n02112350_7112,199,255,3,keeshond,15,187,14,237
9207,9207,n02097474_8609,500,333,3,tibetan_terrier,246,347,131,250
303,303,n02085782_38,186,207,3,japanese_spaniel,1,161,6,199
7524,7524,n02096051_3051,500,375,3,airedale,2,498,0,374
4055,4055,n02091134_14579,500,375,3,whippet,40,402,147,334
3199,3199,n02089867_2227,402,343,3,walker_hound,70,379,2,342
10170,10170,n02099429_2335,354,530,3,curly-coated_retriever,76,233,80,408
21241,21241,n02113799_1568,500,463,3,standard_poodle,1,498,1,461
13529,13529,n02102973_480,500,375,3,irish_water_spaniel,77,478,11,372
11767,11767,n02105412_7513,500,375,3,kelpie,164,340,72,357
11558,11558,n02100583_3263,500,484,3,vizsla,29,461,41,464
13767,13767,n02104365_5781,225,300,3,schipperke,4,179,55,276
6863,6863,n02094433_7702,500,375,3,yorkshire_terrier,79,366,0,374
7717,7717,n02096177_152,500,375,3,cairn,1,494,2,355
8880,8880,n02097130_344,500,346,3,giant_schnauzer,46,498,56,343
124,124,n02085620_4980,500,334,3,chihuahua,153,323,93,205
2728,2728,n02088632_4360,500,476,3,bluetick,75,365,65,452
3904,3904,n02091032_7147,332,500,3,italian_greyhound,0,298,235,498
18333,18333,n02110627_6414,250,197,3,affenpinscher,8,205,28,193
13753,13753,n02104365_3950,500,358,3,schipperke,10,499,3,322
7482,7482,n02095570_5024,400,366,3,lakeland_terrier,49,378,15,334
7835,7835,n02096177_1503,500,375,3,cairn,129,454,13,374
8628,8628,n02097130_5708,500,375,3,giant_schnauzer,160,362,55,305
19030,19030,n02111129_1965,500,333,3,leonberg,259,467,36,298
1692,1692,n02087394_8456,331,500,3,rhodesian_ridgeback,20,329,1,498
774,774,n02086240_1082,500,350,3,shih-tzu,178,319,146,347
7087,7087,n02095570_3493,500,375,3,lakeland_terrier,152,432,34,373
5757,5757,n02093428_4768,500,332,3,american_staffordshire_terrier,187,283,89,297
16743,16743,n02108000_716,576,432,3,entlebucher,53,466,61,400
13137,13137,n02102480_4415,528,525,3,sussex_spaniel,0,479,68,523
4849,4849,n02091831_3433,500,332,3,saluki,152,378,49,325
7863,7863,n02096177_9014,500,375,3,cairn,93,499,46,374
8646,8646,n02097130_6117,375,500,3,giant_schnauzer,90,368,65,437
19387,19387,n02111500_5042,500,375,3,great_pyrenees,60,230,67,187
9899,9899,n02098286_47,500,375,3,west_highland_white_terrier,125,320,0,330
14373,14373,n02105505_2083,500,333,3,komondor,1,358,0,331
8623,8623,n02097130_5609,500,479,3,giant_schnauzer,39,480,13,470
15336,15336,n02106382_9651,500,375,3,bouvier_des_flandres,38,321,33,373
21074,21074,n02113712_1147,497,502,3,miniature_poodle,65,473,15,460
14041,14041,n02105162_10488,500,332,3,malinois,56,395,49,297
15957,15957,n02107312_5686,333,500,3,miniature_pinscher,40,295,47,495
13455,13455,n02104365_10139,500,375,3,schipperke,181,347,86,218
3118,3118,n02089973_319,450,390,3,english_foxhound,19,434,47,376
21086,21086,n02113712_1546,166,208,3,miniature_poodle,9,145,16,207
21199,21199,n02113712_8473,500,375,3,miniature_poodle,29,362,30,374
7268,7268,n02095889_1458,250,178,3,sealyham_terrier,10,236,8,159
1700,1700,n02087394_8868,332,500,3,rhodesian_ridgeback,78,300,7,498
12204,12204,n02100877_5404,375,500,3,irish_setter,30,261,318,475
1061,1061,n02086646_2613,500,333,3,blenheim_spaniel,142,351,49,332
7687,7687,n02096177_10093,500,375,3,cairn,105,447,7,374
5189,5189,n02092002_3861,500,332,3,scottish_deerhound,29,449,87,331
12633,12633,n02101556_3909,500,331,3,clumber,105,459,7,330
6362,6362,n02094114_3036,333,500,3,norfolk_terrier,0,252,131,341
18446,18446,n02110806_4024,300,262,3,basenji,19,258,16,231
15156,15156,n02106166_76,332,500,3,border_collie,38,308,3,497
19160,19160,n02111277_2822,400,500,3,newfoundland,2,308,50,498
4154,4154,n02091134_4002,500,358,3,whippet,62,354,94,295
21942,21942,n02116738_2344,797,606,3,african_hunting_dog,40,628,96,489
6020,6020,n02093859_3311,500,334,3,kerry_blue_terrier,65,499,40,333
12627,12627,n02101556_3736,500,375,3,clumber,210,319,186,325
5815,5815,n02093754_4697,500,333,3,border_terrier,17,334,8,332
3072,3072,n02089973_243,107,150,3,english_foxhound,15,94,16,136
3268,3268,n02090379_3427,375,500,3,redbone,16,190,167,437
16762,16762,n02108000_976,500,323,3,entlebucher,27,423,40,291
13833,13833,n02104365_7791,500,375,3,schipperke,178,314,147,299
11649,11649,n02105412_2391,500,375,3,kelpie,131,499,86,374
18672,18672,n02110958_13439,500,375,3,pug,103,395,4,337
3653,3653,n02090721_537,500,333,3,irish_wolfhound,49,192,106,332
9078,9078,n02097474_4106,500,375,3,tibetan_terrier,13,448,0,374
1857,1857,n02088094_26,500,368,3,afghan_hound,251,480,156,346
11703,11703,n02105412_511,380,235,3,kelpie,77,350,0,234
10299,10299,n02099601_2029,500,375,3,golden_retriever,148,305,115,334
4427,4427,n02091244_86,294,264,3,ibizan_hound,21,264,1,232
6109,6109,n02093859_1498,300,199,3,kerry_blue_terrier,39,234,29,186
14818,14818,n02105855_3892,500,313,3,shetland_sheepdog,49,456,67,267
4476,4476,n02091467_3285,493,373,3,norwegian_elkhound,61,439,72,255
4639,4639,n02091635_1311,300,357,3,otterhound,14,285,9,348
3922,3922,n02091032_7922,500,375,3,italian_greyhound,122,286,75,294
20386,20386,n02112350_9898,476,303,3,keeshond,25,444,5,301
20633,20633,n02113023_4972,500,375,3,pembroke,2,251,151,374
3631,3631,n02090721_4353,452,500,3,irish_wolfhound,205,450,33,465
7618,7618,n02096051_6873,334,500,3,airedale,1,311,96,437
12433,12433,n02101388_1252,235,168,3,brittany_spaniel,76,157,42,158
20384,20384,n02112350_9896,500,357,3,keeshond,264,465,0,317
5666,5666,n02093428_2592,500,333,3,american_staffordshire_terrier,83,454,57,312
9984,9984,n02099267_1961,368,500,3,flat-coated_retriever,50,366,45,420
2251,2251,n02088238_4365,500,375,3,basset,0,498,15,349
208,208,n02085782_1890,180,180,3,japanese_spaniel,18,157,14,171
4472,4472,n02091467_3157,500,375,3,norwegian_elkhound,221,369,49,329
14104,14104,n02105251_3729,190,200,3,briard,9,167,3,185
18308,18308,n02110627_3032,289,450,3,affenpinscher,40,242,112,443
524,524,n02085936_771,279,400,3,maltese_dog,36,189,97,295
15900,15900,n02107312_6151,500,334,3,miniature_pinscher,118,498,0,327
14046,14046,n02105162_1572,500,375,3,malinois,108,498,73,372
34,34,n02085620_1569,278,274,3,chihuahua,24,277,10,273
10588,10588,n02099601_7709,500,333,3,golden_retriever,106,469,0,332
1094,1094,n02086646_309,400,300,3,blenheim_spaniel,150,303,37,259
13710,13710,n02104029_986,800,514,3,kuvasz,34,561,41,487
8017,8017,n02096294_7641,500,375,3,australian_terrier,53,395,105,211
16986,16986,n02108551_146,500,397,3,tibetan_mastiff,41,473,18,370
9500,9500,n02098105_2757,500,375,3,soft-coated_wheaten_terrier,72,344,94,274
